;Unnamed: 0;header_stamp_secs;pose_position_x;pose_position_y;pose_position_z;seconds;drop_values;flight_number;label;dtw
0;0;1449484994;2.1279292106599996;0.794573366642;0.0687039941549;0;True;7;1;78.06677857041421
1;1;1449484994;2.12791895866;0.79470795393;0.06874173879619999;0;True;7;1;78.06677857041421
2;2;1449484994;2.1279435157799997;0.794770896435;0.0687538161874;0;True;7;1;78.06677857041421
3;3;1449484994;2.12792062759;0.794692099094;0.0688178688288;0;True;7;1;78.06677857041421
4;4;1449484994;2.12789297104;0.7945736050609999;0.0687985271215;0;True;7;1;78.06677857041421
5;5;1449484994;2.12795853615;0.794662058353;0.068769082427;0;True;7;1;78.06677857041421
6;6;1449484994;2.12793588638;0.794709742069;0.0687712952495;0;True;7;1;78.06677857041421
7;7;1449484994;2.1279668808000003;0.7946965098379999;0.06877137720580001;0;True;7;1;78.06677857041421
8;8;1449484994;2.12791323662;0.79463660717;0.06885851919649999;0;True;7;1;78.06677857041421
9;9;1449484994;2.1279399395;0.794631481171;0.0688240230083;0;True;7;1;78.06677857041421
10;10;1449484994;2.12798070908;0.794691324234;0.0687561929226;0;True;7;1;78.06677857041421
11;11;1449484994;2.12796425819;0.79479432106;0.0688316449523;0;True;7;1;78.06677857041421
12;12;1449484994;2.12787938118;0.794683337212;0.0688186511397;0;True;7;1;78.06677857041421
13;13;1449484994;2.12799358368;0.794850945473;0.068746894598;0;True;7;1;78.06677857041421
14;14;1449484994;2.12793827057;0.794661045074;0.0688100233674;0;True;7;1;78.06677857041421
15;15;1449484994;2.12802386284;0.794604361057;0.0687426701188;0;True;7;1;78.06677857041421
16;16;1449484994;2.12787938118;0.7946066260340001;0.0688814818859;0;True;7;1;78.06677857041421
17;17;1449484994;2.12796163559;0.794757783413;0.0688526928425;0;True;7;1;78.06677857041421
18;18;1449484994;2.12792134285;0.794659554958;0.06889607012269999;0;True;7;1;78.06677857041421
19;19;1449484994;2.12792658806;0.794642806053;0.06881538033489999;0;True;7;1;78.06677857041421
20;20;1449484994;2.12797498703;0.7947121858600001;0.0688230767846;0;True;7;1;78.06677857041421
21;21;1449484994;2.12795805931;0.7947236895559999;0.06886536628010001;0;True;7;1;78.06677857041421
22;22;1449484994;2.12797284126;0.794925391674;0.06868222355840001;0;True;7;1;78.06677857041421
23;23;1449484994;2.12795090675;0.7947575449940001;0.06877078861000001;0;True;7;1;78.06677857041421
24;24;1449484994;2.12795376778;0.794734835625;0.068763166666;0;True;7;1;78.06677857041421
25;25;1449484994;2.1279232502000003;0.7946408390999999;0.0688384100795;0;True;7;1;78.06677857041421
26;26;1449484994;2.12796258926;0.794719040394;0.0687572956085;0;True;7;1;78.06677857041421
27;27;1449484994;2.12787675858;0.794807493687;0.0687248259783;0;True;7;1;78.06677857041421
28;28;1449484994;2.1279630661;0.794691741467;0.068787060678;0;True;7;1;78.06677857041421
29;29;1449484994;2.1278433799700003;0.794870853424;0.0688159093261;0;True;7;1;78.06677857041421
30;30;1449484994;2.1279475688900003;0.7946891784669999;0.0687687620521;0;True;7;1;78.06677857041421
31;31;1449484994;2.1279399395;0.794890403748;0.0687003284693;0;True;7;1;78.06677857041421
32;32;1449484994;2.1279425621;0.79466176033;0.068802036345;0;True;7;1;78.06677857041421
33;33;1449484994;2.1279275417299996;0.7946263551710001;0.06878555566069999;0;True;7;1;78.06677857041421
34;34;1449484994;2.12796854973;0.7948426604269999;0.0687326714396;0;True;7;1;78.06677857041421
35;35;1449484994;2.12795376778;0.7945882678030001;0.068710885942;0;True;7;1;78.06677857041421
36;36;1449484994;2.12796092033;0.7947909832;0.068724617362;0;True;7;1;78.06677857041421
37;37;1449484994;2.12787938118;0.794466376305;0.0687219053507;0;True;7;1;78.06677857041421
38;38;1449484994;2.1279346942900004;0.794797956944;0.0688167363405;0;True;7;1;78.06677857041421
39;39;1449484994;2.12788319588;0.794476091862;0.0687109231949;0;True;7;1;78.06677857041421
40;40;1449484994;2.12791085243;0.794737398624;0.0688140243292;0;True;7;1;78.06677857041421
41;41;1449484994;2.12787556648;0.794464945793;0.0686967819929;0;True;7;1;78.06677857041421
42;42;1449484994;2.12792158127;0.794658362865;0.0687617361546;0;True;7;1;78.06677857041421
43;43;1449484994;2.1279156208;0.7946318387989999;0.0686960965395;0;True;7;1;78.06677857041421
44;44;1449484994;2.1278958320599997;0.794591009617;0.06880186498169999;0;True;7;1;78.06677857041421
45;45;1449484994;2.12793517113;0.7946699857709999;0.068702571094;0;True;7;1;78.06677857041421
46;46;1449484994;2.12794733047;0.7948413491249999;0.0686996132135;0;True;7;1;78.06677857041421
47;47;1449484994;2.1278851032299997;0.794575214386;0.0687592104077;0;True;7;1;78.06677857041421
48;48;1449484994;2.12791776657;0.7945836186409999;0.0686576962471;0;True;7;1;78.06677857041421
49;49;1449484994;2.1279637813599996;0.794761896133;0.0687730759382;0;True;7;1;78.06677857041421
50;50;1449484994;2.12790346146;0.794743061066;0.0687183141708;0;True;7;1;78.06677857041421
51;51;1449484994;2.12789988518;0.7945679426189999;0.0686610862613;0;True;7;1;78.06677857041421
52;52;1449484994;2.12789463997;0.794645726681;0.0687298327684;0;True;7;1;78.06677857041421
53;53;1449484994;2.1279528141;0.79467010498;0.0686259567738;0;True;7;1;78.06677857041421
54;54;1449484994;2.12789463997;0.7946005463600001;0.0686823278666;0;True;7;1;78.06677857041421
55;55;1449484994;2.1278219223;0.7945353984829999;0.06879976391789999;0;True;7;1;78.06677857041421
